# TestSim (Up to date)
# 754 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
19.959,1700.6,-9.3134,-8.6817,11.945,8.7402,181.27,0.11736,181.27,0.037095,6.0615,1.0099,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.035798,1133287,0,4.557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014395,NaN,NaN,NaN,NaN,1.9403,3.943,825.21,333.69,0.057207,0.21529
20.017,1700,-9.8099,-8.5939,12.205,8.653,181.61,0.11786,181.61,0.037184,6.0031,1.01,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.036576,1157977,0,4.7575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014849,NaN,NaN,NaN,NaN,1.8268,3.9464,825.26,333.69,0.057783,0.21536
20.076,1699.4,-10.306,-8.4945,12.552,8.5568,181.96,0.11837,181.96,0.037273,5.9429,1.031,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.037614,1190905,0,5.0318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015315,NaN,NaN,NaN,NaN,1.8267,3.95,825.32,333.69,0.058433,0.21544
20.135,1698.8,-10.802,-8.3914,12.898,8.4568,182.31,0.11889,182.31,0.037363,5.8808,1.0494,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.038654,1223879,0,5.3141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015793,NaN,NaN,NaN,NaN,1.8128,3.9538,825.38,333.69,0.059124,0.21551
20.195,1698.1,-11.298,-8.2865,13.23,8.354,182.66,0.1194,182.66,0.037453,5.8174,1.06,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.039646,1255375,0,5.5909,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016279,NaN,NaN,NaN,NaN,1.7568,3.9579,825.44,333.7,0.059852,0.21559
20.255,1697.4,-11.794,-8.1784,13.559,8.2476,183.01,0.11992,183.01,0.037544,5.7527,1.0662,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.040632,1286664,0,5.8728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016775,NaN,NaN,NaN,NaN,1.6784,3.9622,825.51,333.7,0.060624,0.21566
20.317,1696.7,-12.289,-8.0518,14.01,8.1281,183.37,0.12045,183.37,0.037636,5.6844,1.1113,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.041982,1329518,0,6.2703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001728,NaN,NaN,NaN,NaN,1.808,3.9667,825.58,333.7,0.061515,0.21574
20.379,1695.9,-12.784,-7.9266,14.413,8.008,183.72,0.12098,183.72,0.037728,5.6133,1.1388,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.043192,1367914,0,6.6373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001779,NaN,NaN,NaN,NaN,1.8463,3.9715,825.65,333.71,0.062437,0.21581
20.443,1695.1,-13.279,-7.8068,14.746,7.8892,184.07,0.12151,184.07,0.037822,5.5412,1.1371,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.044189,1399616,0,6.9482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018307,NaN,NaN,NaN,NaN,1.7362,3.9766,825.73,333.71,0.063378,0.21589
20.507,1694.2,-13.774,-7.6767,15.128,7.7624,184.43,0.12205,184.43,0.037917,5.4671,1.1503,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.045332,1435913,0,7.3129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001883,NaN,NaN,NaN,NaN,1.7054,3.982,825.81,333.71,0.064413,0.21596
20.572,1693.3,-14.268,-7.5414,15.518,7.6307,184.78,0.12259,184.78,0.038012,5.3908,1.1639,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.046501,1473048,0,7.6956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019359,NaN,NaN,NaN,NaN,1.6808,3.9877,825.9,333.72,0.065525,0.21604
20.639,1692.3,-14.762,-7.4061,15.882,7.4968,185.14,0.12314,185.14,0.038109,5.3133,1.1624,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.04759,1507673,0,8.0612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019893,NaN,NaN,NaN,NaN,1.5843,3.9936,826,333.72,0.066695,0.21611
20.707,1691.3,-15.255,-7.2619,16.278,7.3559,185.5,0.12369,185.5,0.038206,5.2337,1.1719,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.048777,1545425,0,8.4694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020432,NaN,NaN,NaN,NaN,1.5468,3.9999,826.09,333.72,0.067973,0.21619
20.777,1690.2,-15.748,-7.0976,16.774,7.203,185.86,0.12426,185.86,0.038305,5.1484,1.2279,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.050263,1592656,0,8.9945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020976,NaN,NaN,NaN,NaN,1.7407,4.0065,826.2,333.73,0.069415,0.21626
20.847,1689.1,-16.24,-6.9438,17.177,7.053,186.22,0.12482,186.22,0.038406,5.0608,1.2364,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.051468,1631014,0,9.4323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021521,NaN,NaN,NaN,NaN,1.7096,4.0135,826.31,333.73,0.070892,0.21635
20.92,1687.9,-16.732,-6.7759,17.637,6.8946,186.58,0.1254,186.58,0.038507,4.9684,1.2736,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.052847,1674894,0,9.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002207,NaN,NaN,NaN,NaN,1.818,4.0209,826.42,333.74,0.072521,0.21643
20.994,1686.6,-17.223,-6.6173,18.018,6.7371,186.95,0.12598,186.95,0.038611,4.8745,1.2649,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.053989,1711280,0,10.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002262,NaN,NaN,NaN,NaN,1.7185,4.0287,826.54,333.74,0.074216,0.2165
21.07,1685.3,-17.713,-6.4388,18.488,6.5697,187.32,0.12657,187.32,0.038716,4.7752,1.3049,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.055396,1756079,0,10.932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023174,NaN,NaN,NaN,NaN,1.8479,4.0369,826.67,333.75,0.076108,0.21658
21.148,1683.9,-18.202,-6.2661,18.901,6.4014,187.68,0.12717,187.68,0.038822,4.673,1.3089,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.056632,1795457,0,11.427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023729,NaN,NaN,NaN,NaN,1.8199,4.0455,826.8,333.75,0.078108,0.21666
21.229,1682.4,-18.691,-6.0897,19.311,6.2286,188.06,0.12778,188.06,0.038931,4.568,1.308,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.05786,1834652,0,11.93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024286,NaN,NaN,NaN,NaN,1.7769,4.0546,826.95,333.76,0.080275,0.21673
21.311,1680.9,-19.179,-5.9007,19.764,6.0496,188.43,0.1284,188.43,0.039042,4.4578,1.3336,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.059217,1877927,0,12.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024846,NaN,NaN,NaN,NaN,1.8564,4.0643,827.1,333.76,0.082651,0.21681
21.397,1679.2,-19.666,-5.7113,20.198,5.8672,188.8,0.12902,188.8,0.039155,4.3433,1.3437,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.060514,1919331,0,13.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025407,NaN,NaN,NaN,NaN,1.8759,4.0744,827.25,333.77,0.085219,0.21689
21.485,1677.4,-20.152,-5.5291,20.574,5.6815,189.18,0.12966,189.18,0.03927,4.2282,1.3071,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.061642,1955401,0,13.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025968,NaN,NaN,NaN,NaN,1.7044,4.0852,827.42,333.77,0.088005,0.21696
21.576,1675.6,-20.637,-5.3253,21.035,5.4895,189.56,0.13031,189.56,0.039388,4.1069,1.3326,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.06302,1999446,0,14.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026533,NaN,NaN,NaN,NaN,1.8016,4.0966,827.6,333.78,0.091083,0.21704
21.67,1673.6,-21.12,-5.1111,21.523,5.2946,189.94,0.13098,189.94,0.039509,3.9764,1.3819,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.06448,2046110,0,14.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027098,NaN,NaN,NaN,NaN,2.003,4.1086,827.79,333.79,0.094436,0.21712
21.768,1671.5,-21.602,-4.9125,21.919,5.095,190.33,0.13165,190.33,0.039633,3.8438,1.3513,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.065667,2084156,0,15.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002766,NaN,NaN,NaN,NaN,1.8896,4.1215,827.99,333.8,0.098135,0.21719
21.87,1669.3,-22.082,-4.6988,22.365,4.8921,190.71,0.13234,190.71,0.03976,3.7046,1.3618,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.067001,2126895,0,16.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028225,NaN,NaN,NaN,NaN,1.9487,4.1351,828.2,333.8,0.1022,0.21727
21.977,1666.9,-22.559,-4.4681,22.865,4.6903,191.1,0.13305,191.1,0.039891,3.5525,1.4264,28.61,-80.598,9.787,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.068498,2174864,0,16.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028789,NaN,NaN,NaN,NaN,2.2287,4.1496,828.42,333.81,0.1066,0.21734
22.089,1664.4,-23.033,-4.2551,23.273,4.4798,191.49,0.13377,191.49,0.040027,3.3962,1.4008,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.069718,2214087,0,17.357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029348,NaN,NaN,NaN,NaN,2.1712,4.1651,828.67,333.82,0.11161,0.21742
22.206,1661.6,-23.506,-4.0309,23.711,4.2684,191.87,0.13451,191.87,0.040167,3.2317,1.404,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.071028,2256225,0,18.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029908,NaN,NaN,NaN,NaN,2.2335,4.1816,828.92,333.83,0.11714,0.21751
22.329,1658.7,-23.973,-3.7954,24.179,4.0599,192.26,0.13527,192.26,0.040311,3.0541,1.4417,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.072426,2301230,0,18.744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0030467,NaN,NaN,NaN,NaN,2.4354,4.1993,829.2,333.84,0.12315,0.21759
22.459,1655.6,-24.436,-3.564,24.616,3.8468,192.65,0.13605,192.65,0.040462,2.866,1.4476,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.073732,2343333,0,19.432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003102,NaN,NaN,NaN,NaN,2.534,4.2183,829.5,333.86,0.12998,0.21767
22.597,1652.2,-24.898,-3.344,24.995,3.6186,193.03,0.13685,193.03,0.04062,2.6749,1.383,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.074866,2380063,0,20.042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0031569,NaN,NaN,NaN,NaN,2.3906,4.2388,829.81,333.87,0.13817,0.21774
22.745,1648.5,-25.358,-3.1168,25.388,3.3871,193.41,0.13767,193.41,0.040785,2.4792,1.3259,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.076038,2418091,0,20.684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003212,NaN,NaN,NaN,NaN,2.2858,4.2609,830.16,333.88,0.14762,0.21784
22.903,1644.4,-25.816,-2.8853,25.783,3.1502,193.79,0.13853,193.79,0.040959,2.2785,1.2644,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.077217,2456427,0,21.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032672,NaN,NaN,NaN,NaN,2.178,4.285,830.53,333.9,0.15872,0.2181
23.075,1639.9,-26.269,-2.6419,26.208,2.9209,194.16,0.13942,194.16,0.041142,2.0652,1.246,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.078488,2497773,0,22.059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033224,NaN,NaN,NaN,NaN,2.2352,4.3114,830.95,333.91,0.17118,0.21823
23.261,1635,-26.715,-2.3984,26.623,2.6881,194.52,0.14034,194.52,0.041337,1.8394,1.214,28.61,-80.598,9.7871,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.079726,2538203,0,22.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033771,NaN,NaN,NaN,NaN,2.2625,4.3404,831.4,333.93,0.186,0.21836
23.465,1629.5,-27.156,-2.1571,27.02,2.446,194.87,0.1413,194.87,0.041545,1.6036,1.1534,28.61,-80.598,9.7872,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.080911,2577091,0,23.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034313,NaN,NaN,NaN,NaN,2.2107,4.3724,831.9,333.95,0.20441,0.21849
23.693,1623.3,-27.592,-1.9152,27.409,2.1959,195.21,0.14231,195.21,0.04177,1.359,1.0744,28.61,-80.598,9.7872,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.08207,2615343,0,24.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003485,NaN,NaN,NaN,NaN,2.1145,4.4082,832.45,333.97,0.22769,0.21862
23.948,1616.2,-28.018,-1.6664,27.811,1.9553,195.52,0.14337,195.52,0.042014,1.0974,1.023,28.61,-80.598,9.7872,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.083269,2655045,0,24.892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035386,NaN,NaN,NaN,NaN,2.1287,4.4487,833.08,333.99,0.25571,0.21875
24.236,1608,-28.424,-1.4129,28.223,1.7383,195.8,0.14448,195.8,0.042278,0.80616,1.0126,28.61,-80.598,9.7872,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.084495,2695911,0,25.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035911,NaN,NaN,NaN,NaN,2.3025,4.495,833.8,334.02,0.28763,0.21887
24.583,1598.1,-28.835,-1.1848,28.555,1.4421,196.03,0.14569,196.03,0.042583,0.52113,0.8221,28.61,-80.598,9.7872,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.08548,2729337,0,26.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036414,NaN,NaN,NaN,NaN,1.9222,4.5477,834.62,334.05,0.34672,0.21899
25.002,1585.9,-29.227,-0.93536,28.936,1.1918,196.18,0.14699,196.18,0.04293,0.21128,0.73859,28.61,-80.598,9.7873,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.086611,2767967,0,27.013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036929,NaN,NaN,NaN,NaN,1.8968,4.6122,835.63,334.09,0.41953,0.21912
25.502,1571.2,-29.573,-0.69149,29.299,0.93861,196.21,0.14833,196.21,0.043315,0.10611,0.63469,28.61,-80.598,9.7873,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.087685,2805407,0,27.728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037425,NaN,NaN,NaN,NaN,1.8402,4.6914,836.86,334.14,0.5,0.21927
26.002,1556.4,-29.808,-0.47032,29.618,0.69512,196.09,0.14946,196.09,0.043672,0.36201,0.51184,28.61,-80.598,9.7873,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.088625,2839256,0,28.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037866,NaN,NaN,NaN,NaN,1.7427,4.787,838.35,334.2,0.5,0.2194
26.502,1541.4,-29.963,-0.31005,29.847,0.57159,195.85,0.15041,195.85,0.044003,0.6021,0.48019,28.61,-80.598,9.7874,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.089294,2864534,0,28.857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003817,NaN,NaN,NaN,NaN,1.8843,4.8835,839.85,334.26,0.5,0.21952
27.002,1526.4,-30.063,-0.19963,29.995,0.48173,195.49,0.1512,195.49,0.044314,0.82131,0.43842,28.61,-80.598,9.7874,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.089721,2882124,0,29.186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038375,NaN,NaN,NaN,NaN,1.9842,4.9806,841.36,334.32,0.5,0.21962
27.502,1511.4,-30.127,-0.12729,30.078,0.32093,195.05,0.15185,195.05,0.044606,0.96861,0.29461,28.61,-80.598,9.7875,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.089951,2893435,0,29.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038511,NaN,NaN,NaN,NaN,1.7501,5.0781,842.88,334.38,0.5,0.21972
28.002,1496.3,-30.163,-0.072143,30.142,0.30858,194.53,0.15238,194.53,0.044882,1.1186,0.30002,28.61,-80.598,9.7875,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090127,2903009,0,29.558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00386,NaN,NaN,NaN,NaN,1.9109,5.1759,844.41,334.44,0.5,0.2198
28.502,1481.2,-30.18,-0.033846,30.18,0.3236,193.93,0.15281,193.93,0.045147,1.2795,0.32182,28.61,-80.598,9.7876,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090225,2910167,0,29.676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038654,NaN,NaN,NaN,NaN,2.1258,5.2739,845.95,334.49,0.5,0.21989
29.002,1466.1,-30.185,-0.01004,30.19,0.24862,193.26,0.15314,193.26,0.045403,1.4037,0.24842,28.61,-80.598,9.7876,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090239,2914832,0,29.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038686,NaN,NaN,NaN,NaN,2.0583,5.372,847.56,334.55,0.5,0.21997
29.502,1451.1,-30.181,0.0073024,30.192,0.20878,192.53,0.1534,192.53,0.045651,1.5081,0.20865,28.61,-80.598,9.7877,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090229,2918715,0,29.792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038702,NaN,NaN,NaN,NaN,2.0586,5.4701,849.16,334.61,0.5,0.22005
30.002,1436,-30.172,0.018682,30.184,0.13959,191.76,0.15359,191.76,0.045892,1.5772,0.13834,28.61,-80.598,9.7877,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090191,2921659,0,29.823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038705,NaN,NaN,NaN,NaN,1.9457,5.5682,850.77,334.67,0.5,0.22015
30.502,1420.9,-30.158,0.027167,30.174,0.10714,190.95,0.15372,190.95,0.046124,1.6291,0.10364,28.61,-80.598,9.7878,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090143,2924291,0,29.848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038699,NaN,NaN,NaN,NaN,1.9077,5.6662,852.37,334.73,0.5,0.22023
31.002,1405.8,-30.141,0.033728,30.161,0.14189,190.12,0.15381,190.12,0.046351,1.698,0.13782,28.61,-80.598,9.7878,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.09009,2926764,0,29.869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038686,NaN,NaN,NaN,NaN,2.0641,5.7643,853.98,334.79,0.5,0.22032
31.502,1390.7,-30.123,0.037685,30.145,0.14331,189.26,0.15385,189.26,0.046576,1.7671,0.13827,28.61,-80.598,9.7879,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.090024,2928781,0,29.881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038671,NaN,NaN,NaN,NaN,2.134,5.8623,855.58,334.85,0.5,0.2204
32.002,1375.7,-30.103,0.039296,30.123,0.043516,188.37,0.15385,188.37,0.046796,1.7764,0.018693,28.61,-80.598,9.7879,NaN,NaN,NaN,NaN,3040.9,0,NaN,NaN,NaN,NaN,NaN,0.089942,2930294,0,29.883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038653,NaN,NaN,NaN,NaN,1.8362,5.9602,857.18,334.91,0.5,0.22048
